17:25:05.577 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
17:40:05.169 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/BrowserStack_POC
17:40:05.169 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
17:40:05.170 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
17:40:05.171 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/BrowserStack_POC
17:40:42.591 [Worker-87: Launching Android.test1] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
17:40:42.597 [Worker-87: Launching Android.test1] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
17:40:42.599 [Worker-87: Launching Android.test1] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
17:40:42.599 [Worker-87: Launching Android.test1] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
19:15:24.270 [Worker-107: Launching Android.test1] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
19:15:24.282 [Worker-107: Launching Android.test1] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
19:15:24.284 [Worker-107: Launching Android.test1] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
19:15:24.284 [Worker-107: Launching Android.test1] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
19:26:20.446 [Worker-110: Launching Android] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
19:26:20.454 [Worker-110: Launching Android] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
19:26:20.455 [Worker-110: Launching Android] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
19:26:20.455 [Worker-110: Launching Android] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
19:36:03.167 [Worker-125: Launching Android.test1] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
19:36:03.176 [Worker-125: Launching Android.test1] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
19:36:03.177 [Worker-125: Launching Android.test1] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
19:36:03.178 [Worker-125: Launching Android.test1] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
21:13:01.110 [Worker-125: Launching Android.test1] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
21:13:01.114 [Worker-125: Launching Android.test1] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
21:13:01.116 [Worker-125: Launching Android.test1] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
21:13:01.116 [Worker-125: Launching Android.test1] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
11:05:13.623 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
11:05:13.624 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
11:05:13.625 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/BrowserStack_POC
11:05:13.625 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
11:05:13.625 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
11:05:13.625 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/BrowserStack_POC
11:05:39.822 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
11:05:39.824 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
11:05:39.824 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/BrowserStack_POC
11:05:39.824 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
11:05:39.824 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
11:05:39.824 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/BrowserStack_POC
11:05:42.260 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
11:05:42.261 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
11:05:42.262 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/BrowserStack_POC
11:05:42.263 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
11:05:42.263 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
11:05:42.263 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/BrowserStack_POC
11:12:14.943 [Worker-139: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
11:12:14.949 [Worker-139: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
11:12:14.952 [Worker-139: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
11:12:14.952 [Worker-139: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
11:37:26.044 [Worker-149: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
11:37:26.057 [Worker-149: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
11:37:26.058 [Worker-149: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
11:37:26.059 [Worker-149: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
11:46:38.692 [Worker-151: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
11:46:38.699 [Worker-151: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
11:46:38.700 [Worker-151: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
11:46:38.700 [Worker-151: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
12:29:37.136 [Worker-159: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
12:29:37.150 [Worker-159: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
12:29:37.154 [Worker-159: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:29:37.155 [Worker-159: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
12:39:11.278 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
12:39:11.279 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:39:11.280 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/BrowserStack_POC
12:39:11.280 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
12:39:11.280 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:39:11.280 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/BrowserStack_POC
12:39:12.745 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
12:39:12.746 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:39:12.746 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/BrowserStack_POC
12:39:12.747 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
12:39:12.747 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:39:12.749 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/BrowserStack_POC
12:39:15.139 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
12:39:15.142 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:39:15.144 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/BrowserStack_POC
12:39:15.145 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
12:39:15.145 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:39:15.146 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/BrowserStack_POC
15:11:32.234 [Worker-157: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
15:11:32.246 [Worker-157: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
15:11:32.247 [Worker-157: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
15:11:32.248 [Worker-157: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
15:26:46.829 [Worker-173: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
15:26:46.837 [Worker-173: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
15:26:46.839 [Worker-173: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
15:26:46.839 [Worker-173: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
15:32:05.717 [Worker-178: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
15:32:05.720 [Worker-178: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
15:32:05.721 [Worker-178: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
15:32:05.722 [Worker-178: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
15:37:04.081 [Worker-181: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
15:37:04.096 [Worker-181: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
15:37:04.098 [Worker-181: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
15:37:04.098 [Worker-181: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
16:07:08.987 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
16:07:08.989 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
16:07:08.989 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/BrowserStack_POC
16:07:08.990 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
16:07:08.990 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
16:07:08.990 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/BrowserStack_POC
16:08:08.917 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
16:08:08.918 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
16:08:08.919 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/Appium
16:08:08.919 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
16:08:08.919 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
16:08:08.919 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/Appium
16:09:38.575 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
16:09:38.576 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
16:09:38.576 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/BrowserStack_POC
16:09:38.576 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
16:09:38.577 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
16:09:38.577 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/BrowserStack_POC
16:35:04.220 [Worker-200: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
16:35:04.234 [Worker-200: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
16:35:04.236 [Worker-200: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
16:35:04.236 [Worker-200: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
12:28:29.882 [Worker-200: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
12:28:29.907 [Worker-200: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
12:28:29.909 [Worker-200: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:28:29.909 [Worker-200: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
12:29:41.912 [Worker-204: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
12:29:41.917 [Worker-204: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
12:29:41.919 [Worker-204: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:29:41.919 [Worker-204: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
12:51:46.932 [Worker-211: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
12:51:46.942 [Worker-211: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
12:51:46.944 [Worker-211: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:51:46.945 [Worker-211: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
12:52:41.550 [Worker-212: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
12:52:41.565 [Worker-212: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
12:52:41.566 [Worker-212: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:52:41.566 [Worker-212: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
12:53:08.038 [Worker-213: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
12:53:08.040 [Worker-213: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
12:53:08.040 [Worker-213: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:53:08.041 [Worker-213: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
12:57:27.396 [Worker-213: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
12:57:27.408 [Worker-213: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
12:57:27.421 [Worker-213: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:57:27.422 [Worker-213: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
12:59:45.368 [Worker-221: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
12:59:45.378 [Worker-221: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
12:59:45.379 [Worker-221: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:59:45.379 [Worker-221: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
13:15:00.399 [Worker-218: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
13:15:00.403 [Worker-218: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
13:15:00.404 [Worker-218: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
13:15:00.404 [Worker-218: Launching Android.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
13:17:09.646 [Worker-225: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
13:17:09.652 [Worker-225: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
13:17:09.653 [Worker-225: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
13:17:09.653 [Worker-225: Launching IOS.IOSTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
12:17:14.980 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackEnabled
12:17:14.982 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:17:14.982 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackEnabled : true P/BrowserStack_POC
12:17:14.982 [main] INFO  c.b.a.BrowserStackPropertyTester - Testing : isBrowserStackDisabled
12:17:14.982 [main] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:17:14.983 [main] INFO  c.b.a.BrowserStackPropertyTester - Validation Result isBrowserStackDisabled : false P/BrowserStack_POC
12:25:53.637 [Worker-243: Launching AndroidTestCases.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
12:25:53.648 [Worker-243: Launching AndroidTestCases.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
12:25:53.649 [Worker-243: Launching AndroidTestCases.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:25:53.649 [Worker-243: Launching AndroidTestCases.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
12:27:12.211 [Worker-240: Launching AndroidTestCases.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The previous launch removed.
12:27:12.215 [Worker-240: Launching AndroidTestCases.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Existing javaagentArgline (BROWSERSTACK_JAVAAGENT_ARGLINE) in plugin prefs is 
12:27:12.216 [Worker-240: Launching AndroidTestCases.AndroidTest] INFO  c.b.BrowserStackPluginActivator - Prefs Keys []
12:27:12.216 [Worker-240: Launching AndroidTestCases.AndroidTest] INFO  c.b.BrowserStackPluginActivator - The environment variables for the launch configuration are {BROWSERSTACK_EXEC_SOURCE=eclipse/1.0.3}
